#metadataBlock	name	dataverseAlias	displayName												
	heal		HEAL metadata schema												
	study_translational_focus_group	Study Translational Focus			none	32		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		heal
	study_translational_focus	Study Translational Focus	Whether the study is primarily focused on learning more about a human opioid or pain CONDITION or on discovering, or learning more about a TREATMENT, intervention, or solution for a human opioid or pain condition. This may be quite simple to infer for human subject studies. For studies not involving human subjects, please consider how/where the study will most substantially contribute to the HEAL Initiative translational purpose of learning more about human opioid and pain conditions and driving development of solutions to these conditions. Choose one.		text	33		FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	study_translational_focus_group	heal
	study_translational_topic_grouping	Types of determinants/mechanisms the study is investigating	What types of determinants and/or mechanisms related to human opioid use or pain conditions is the study investigating and/or measuring (e.g. A study investigating differential pain/nociception signaling in persons living in neighborhoods with high versus low social cohesion might choose both 'Biology and Health' and 'Social Determinants'). Choose as many as apply. 		text	34		FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	study_translational_focus_group	heal
	study_type	Study type			none	35		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		heal
	study_stage	Category or Type/Stage of Study Research	The high-level category or type/stage of research being conducted.		text	36		FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	study_type	heal
	study_type_design	Study Type/Design	The overarching study type and more granular study design. Choose as many as apply. 		text	37		FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	study_type	heal
	study_primary_or_secondary	Is the study conducting primary or secondary research?	Is the study collecting data itself to analyze and draw conclusions or is it leveraging data collected by other entities to analyze and draw conclusions. 		text	38	#NAME: #VALUE 	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	study_type	heal
	study_observational_or_experimental	Is the study conducting observational or experimental research?	Whether the study is observational (no explicit intervention) or experimental (some explicit intervention). 		text	39	#NAME: #VALUE 	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	study_type	heal
	study_subject_type	Study Subject Type	What is the actual species or entity that is experimentally or observationally studied in the research; each HEAL study will have translational relevance to humans, but not all HEAL studies directly study humans.		text	40	#NAME: #VALUE 	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	study_type	heal
	human_treatment_applicability	Human treatment applicability			none	41		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		heal
	treatment_investigation_stage_or_type	Treatment Investigation Stage or Type	If the study is investigating a treatment, intervention, or solution to a human opioid or pain condition, what type of investigation is the study undertaking? at what stage in the treatment investigation process does this study lie?		text	42		FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	human_treatment_applicability	heal
	treatment_mode	Treatment Mode - Preventive, Therapeutic, Harm Reduction	the treatment, intervention, or solution that my study is relevant to meant to prevent the occurrance of a condition (e.g. development of a non-opioid drug for pain to prevent opioid exposure and addiction, case management and MAT for pregnant women to prevent in utero exposure to opioids, safe needle exchange center to prevent spread of blood borne diseases among people using heroin), treat an occurrance of a condition (e.g. naloxone to treat opioid overdose, physical therapy to treat existing pain from a back injury) , and/or is it a harm reduction mechanism (e.g. safe needle exchange reduces harm associated with heroin addiction/use, decriminalization of heroin possession or use reduces the harm associated with heroin addiction/use). 		text	43		FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	human_treatment_applicability	heal
	treatment_novelty	Treatment novelty	Is the treatment, intervention, or solution that my study is relevant to totally novel, is it totally established, does it have some element of novelty added to an established intervention (novel added to established, established used in a novel population, setting, or combination)? .		text	44		FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	human_treatment_applicability	heal
	treatment_type	Treatment Type	Classify the treatment, intervention, or solution the study is relevant to by broad type of intervention. Choose as many as apply. 		text	45		FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	human_treatment_applicability	heal
	treatment_application_level	Is the Treatment given/applied to individuals or populations?	Is the treatment, intervention, or solution that my study is relevant to applied at the individual level (e.g. a doctor prescribes a drug or physical therapy regimen to a patient) or at the population/community/group level (e.g. a city changes good samaritan naloxone laws, or implements a safe needle exchange center, or adds park maintenance resources to the budget to provide more access to outside places to exercise)?		text	46	#NAME: #VALUE 	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	human_treatment_applicability	heal
	human_condition_applicability	Human condition applicability			none	47		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		heal
	condition_category	Relevant Opioid use and/or Pain condition - Category(ies)	Considering the study in a translational context, to humans with which broad category(ies) of opioid use or pain conditions are the study results intended to apply. Choose as many as apply		text	48		FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	human_condition_applicability	heal
	condition_investigation_stage_or_type	Opioid use and/or Pain condition - Investigation Stage or Type	Each HEAL study will be doing work that is relevant to a human opioid and/or pain condition. What does this study intend to learn about the condition? If the study is investigating a treatment, intervention, or solution, please choose 'Treatment of Condition'. Choose as many as apply		text	49		FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	human_condition_applicability	heal
	pain_causal_condition	Pain - Causal condition	If the study will be doing work that is relevant to a human PAIN condition category, is the study focusing on pain caused by a specific condition? e.g. Cancer, fibromyalgia, arthritis, occupational injury, sports injury, car accident, surgical procedure. If yes, please indicate the causal condition(s) here - Values will be restricted to NLM MeSH Diseases - see Branch 'C' here: https://meshb-prev.nlm.nih.gov/treeView. 		text	50		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	human_condition_applicability	heal
	pain_treatment_or_study_target_condition	Pain - Study treatment or target condition is causal condition or pain?	If the study will be doing work that is relevant to a human PAIN condition category, and the pain condition has a causal condition (specified above), is the study focusing its investigation on the causal condition, or on the pain resulting from the causal condition? e.g. In a study of effective treatments for fibromyalgia/fibromyalgia pain, is the study focused on fibromyalgia disease-modifying treatments, or on treatments that address the symptomology of pain? Choose as many as apply. 		text	51	#NAME: #VALUE 	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	human_condition_applicability	heal
	all_treatment_or_study_target_condition	Study treatment or target condition - Detail	Considering the study in a translational context, to humans with which detailed type of opioid use or pain conditions are the study results intended to apply? Each HEAL study will be doing work that is relevant to a human opioid and/or pain condition; You indicated the broad category of condition(s) the study is focusing on or relevant to above. Here, please indicate the study focus condition(s) in detail. Choose as many as apply - Values will be restricted to NLM MeSH Diseases - see Branch 'C' here: https://meshb-prev.nlm.nih.gov/treeView. 		text	52		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	human_condition_applicability	heal
	all_outcome_condition	Study outcome condition - Detail	If the outcome condition(s) the study hopes to impact or measure is different than the treatment or study target condition (e.g. testing a disease-modifying fibromyaligia treatment but measuring depression, physical and social function, and neurologic pain such as headaches as the main outcomes). Please indicate the study outcome condition(s) here. Choose as many as apply - Values will be restricted to NLM MeSH Diseases - see Branch 'C' here: https://meshb-prev.nlm.nih.gov/treeView. 		text	53		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	human_condition_applicability	heal
	all_other_condition	Other measured or tracked conditions - Detail	If the study is measuring or tracking other human health conditions besides the treatment or study target condition and outcome condition, please indicate the other tracked/measured condition(s) here. Choose as many as apply - Values will be restricted to NLM MeSH Diseases - see Branch 'C' here: https://meshb-prev.nlm.nih.gov/treeView. 		text	54		FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	human_condition_applicability	heal
	human_subject_applicability	Human subject applicability			none	55		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		heal
	gender_applicability	To humans of which gender identity(ies) do study results apply?	Considering the study in a translational context, to humans of which gender identity(ies) are the study results intended to apply and/or likely to generalize to.		text	56	#NAME: #VALUE 	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	human_subject_applicability	heal
	sexual_identity_applicability	To humans of which sexual identity(ies) do study results apply?	Considering the study in a translational context, to humans of which sexual identity(ies) are the study results intended to apply and/or likely to generalize to. 		text	57	#NAME: #VALUE 	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	human_subject_applicability	heal
	age_applicability	To humans of which age/developmental stage do study results apply?	Considering the study in a translational context, to humans of which age or developmental stage are the study results intended to apply and/or likely to generalize to. 		text	58	#NAME: #VALUE 	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	human_subject_applicability	heal
	irb_vulnerability_conditions_applicability	To humans in which special vulnerability categories do study results apply?	Considering the study in a translational context, which special IRB human vulnerability conditions are the study results intended to address or apply to? 		text	59	#NAME: #VALUE 	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	human_subject_applicability	heal
	geographic_applicability	To humans of which geographic area do study results apply?	For studies with human subjects, from which geographic location(s) are subjects recruited. If subjects are recruited in the US nationally, choose only US - national. If subject are recruited in the US only in specific state(s), choose US - Specific States, then please also select the abbreviation of each of the specific states from which subjects are recruited. If subjects are recruited in the US from specific county(ies) within specific state(s), please choose US - Specific States and US - Specific Counties, and choose the abbreviation of each specific state from which subjects are recruited		text	60	#NAME: #VALUE 	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	human_subject_applicability	heal
	data	Data			none	61		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE		heal
	data_orientation	Is data quantitative or qualitative?	Does the study produce/collect quantitative data?, qualitative data? Choose as many as apply.		text	62	#NAME: #VALUE 	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	data	heal
	data_source	Source of Data	What is the source of the data the study will produce/collect. Choose as many as apply		text	63		FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	data	heal
	data_type	Type of Data	What is the type of the data the study will produce/collect. Choose as many as apply.		text	64		FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	data	heal
	subject_data_unit_of_collection	Human Subject Data - Unit of Collection	For studies with human subjects, is the data collected at the individual or population level? 		text	65		FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	data	heal
	subject_data_unit_of_collection_expected_number	Human Subject Data - Expected Number of the Unit of Collection	For studies with human subjects, what is the expected number of subjects for which data will be collected? If unit of data collection is individuals this is the expected number of individuals, and if the unit of data collection is populations/clusters this is the expected number of populations/clusters		int	66		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	data	heal
	subject_data_unit_of_analysis	Human Subject Data - Unit of Analysis	For studies with human subjects, is the data analyzed at the individual or population level? 		text	67		FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	data	heal
	subject_data_unit_of_analysis_expected_number	Human Subject Data - Expected Number of the Unit of Analysis	For studies with human subjects, what is the expected number of subjects at the level at which data will be analyzed? If unit of data analysis is individuals this is the expected number of individuals, and if the unit of data analysis is populations/clusters this is the expected number of populations/clusters.		int	68		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	data	heal
	subject_data_level_available	Human Subject Data - Individual or Aggregated Data made available?	For studies with human subjects that will make at least some data available, will data be made available at the individual subject level or some level of aggregation? 		text	69	#NAME: #VALUE 	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	data	heal
	subject_geographic_data_level_collected	Human Subject Geographic Data - Collected at what level of detail?	For studies with human subjects, will geographic data be collected? if so, what level of geographic detail will be collected? 		text	70	#NAME: #VALUE 	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	data	heal
	subject_geographic_data_level_available	Human Subject Geographic Data - Available at what level of detail?	For studies with human subjects that collect geographic data and will make at least some data available, will geographic data be made available? if so, what level of geographic detail will be made available? 		text	71	#NAME: #VALUE 	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	data	heal
#controlledVocabulary	DatasetField	Value	identifier	displayOrder											
	data_available	all		0											
	data_available	some		1											
	data_available	none		2											
	data_restricted	all		0											
	data_restricted	some		1											
	data_restricted	none		2											
	data_collection_status	not started		0											
	data_collection_status	started		1											
	data_collection_status	finished		2											
	data_release_status	not started		0											
	data_release_status	started		1											
	data_release_status	finished		2											
	study_translational_focus	Condition		0											
	study_translational_focus	Treatment		1											
	study_primary_or_secondary	Primary Research		0											
	study_primary_or_secondary	Secondary Research		1											
	study_observational_or_experimental	Observational Research		0											
	study_observational_or_experimental	Experimental Research		1											
	study_translational_topic_grouping	Biology and Health		0											
	study_translational_topic_grouping	Mental Health		1											
	study_translational_topic_grouping	Social Determinants		2											
	study_translational_topic_grouping	Public Attitudes or Stigma		3											
	study_stage	Pre-Research/Protocol Development		0											
	study_stage	Basic Research		1											
	study_stage	Pre-Clinical Research		2											
	study_stage	Clinical Research		3											
	study_stage	Implementation Research		4											
	study_stage	Post-market Research		5											
	study_stage	Business Development		6											
	study_stage	Epidemiologic Research		7											
	study_subject_type	Human		0											
	study_subject_type	Animal		1											
	study_subject_type	Human cell/tissue/tissue model		2											
	study_subject_type	Animal cell/tissue/tissue model		3											
	study_subject_type	Molecule (e.g. chemical/protein engineering, protein crystallization)		4											
	study_type_design	Basic Research - Theory/Modeling		0	Basic Research – Theory/Modeling										
	study_type_design	Basic Research - Applied		1	Basic Research – Applied										
	study_type_design	Basic Research - Method/Protocol development		2	Basic Research – Method/Protocol development										
	study_type_design	Basic Research - Animal study		3	Basic Research – Animal study										
	study_type_design	Basic Research - Cell study		4	Basic Research – Cell study										
	study_type_design	Basic Research - Genetic study		5	Basic Research – Genetic study										
	study_type_design	Basic Research - Biochemistry study		6	Basic Research – Biochemistry study										
	study_type_design	Basic Research - Biophysical study		7	Basic Research – Biophysical study										
	study_type_design	Basic Research - Gene sequencing		8	Basic Research – Gene sequencing										
	study_type_design	Basic Research - Genetic Engineering		9	Basic Research – Genetic Engineering										
	study_type_design	Basic Research - Material Development		10	Basic Research – Material Development										
	study_type_design	Basic Research - Device Development		11	Basic Research – Device Development										
	study_type_design	Basic Research - Small molecule screen		12	Basic Research – Small molecule screen										
	study_type_design	Basic Research - High throughput screen		13	Basic Research – High throughput screen										
	study_type_design	Basic Research - Screen, other		14	Basic Research – Screen, other										
	study_type_design	Clinical Research - Phase I		15	Clinical Research – Phase I										
	study_type_design	Clinical Research - Phase II		16	Clinical Research – Phase II										
	study_type_design	Clinical Research - Phase III		17	Clinical Research – Phase III										
	study_type_design	Clinical Research - Phase IV		18	Clinical Research – Phase IV										
	study_type_design	Clinical Research - Therapy/drug study without intervention		19	Clinical Research – Therapy/drug study without intervention										
	study_type_design	Clinical Research - Case Report or Series		20	Clinical Research – Case Report or Series										
	study_type_design	Preclinical Research		21											
	study_type_design	Randomized Control Trial		22											
	study_type_design	Pre/Post		23											
	study_type_design	Stepped Wedge		24											
	study_type_design	Regression Discontinuity		25											
	study_type_design	Difference in Differences		26											
	study_type_design	Cross-over		27											
	study_type_design	Natural Experiment		28											
	study_type_design	Cohort, prospective		29											
	study_type_design	Cohort, retrospective		30											
	study_type_design	Cohort - panel, longitudinal		31	Cohort – panel, longitudinal										
	study_type_design	Cohort - cross-sectional, longitudinal		32	Cohort – cross-sectional, longitudinal										
	study_type_design	Cohort - cross-sectional, single time-point		33	Cohort – cross-sectional, single time-point										
	study_type_design	Case control		34											
	study_type_design	Ecological		35											
	study_type_design	Monitoring/surveillance		36											
	study_type_design	Inventory		37											
	study_type_design	Curation		38											
	study_type_design	Meta-analysis		39											
	study_type_design	Review		40											
	study_type_design	Review, Systematic		41											
	study_type_design	Review, Simple (narrative)		42											
	treatment_investigation_stage_or_type	target discovery		0											
	treatment_investigation_stage_or_type	target mechanism		1											
	treatment_investigation_stage_or_type	treatment discovery		2											
	treatment_investigation_stage_or_type	treatment mechanism		3											
	treatment_investigation_stage_or_type	treatment efficacy		4											
	treatment_investigation_stage_or_type	differential treatment efficacy		5											
	treatment_investigation_stage_or_type	treatment implementation		6											
	treatment_investigation_stage_or_type	treatment availability or accessibility		7											
	treatment_mode	Preventive (prevention of an occurrence)		0											
	treatment_mode	Therapeutic (treating an occurrence)		1											
	treatment_mode	Harm Reduction (preventing more of an occurrence, or preventing harm from an occurrence)		2											
	treatment_novelty	Novel		0											
	treatment_novelty	Novel, added to established		1											
	treatment_novelty	Established		2											
	treatment_novelty	Established, used in novel population, setting, or combination		3											
	treatment_application_level	Individual		0											
	treatment_application_level	Population		1											
	treatment_type	drug		0											
	treatment_type	non-opioid drug		1											
	treatment_type	opioid drug		2											
	treatment_type	non-biologic drug		3											
	treatment_type	biologic drug		4											
	treatment_type	non-drug		5											
	treatment_type	device		6											
	treatment_type	behavioral		7											
	treatment_type	psychotherapy		8											
	treatment_type	group therapy		9											
	treatment_type	physical therapy		10											
	treatment_type	exercise		11											
	treatment_type	education		12											
	treatment_type	community resources/supports		13											
	treatment_type	economic supports		14											
	treatment_type	housing supports		15											
	treatment_type	case management		16											
	treatment_type	environmental (indoors)		17											
	treatment_type	environmental (outdoors)		18											
	treatment_type	law/policy		19											
	treatment_type	surgical procedure		20											
	treatment_type	nutritional		21											
	treatment_type	nutritional supplement		22											
	treatment_type	gene therapy		23											
	treatment_type	immunotherapy		24											
	treatment_type	electrotherapy		25											
	condition_category	Opioid use and opioid use disorder		0											
	condition_category	Opioid use and opioid use disorder, primary occurrence		1											
	condition_category	Opioid use and opioid use disorder, relapse		2											
	condition_category	Opioid use and opioid use disorder, chronic		3											
	condition_category	Opioid overdose		4											
	condition_category	Opioid exposure		5											
	condition_category	(Non-opioid) Substance use		6											
	condition_category	Co-occurring (Opioid or Non-opioid) Substance use and Mental Health disorder		7											
	condition_category	Pain		8											
	condition_category	Pain, acute		9											
	condition_category	Pain, chronic		10											
	condition_category	Pain, acute to chronic transition		11											
	condition_category	Pain, resulting from injury		12											
	condition_category	Pain, resulting from surgery		13											
	condition_category	Pain, resulting from chronic illness		14											
	condition_category	Pain, idiopathic (unknown origin)		15											
	condition_investigation_stage_or_type	Incidence of condition		0											
	condition_investigation_stage_or_type	Risk for condition		1											
	condition_investigation_stage_or_type	Differential risk for condition		2											
	condition_investigation_stage_or_type	Mechanism of condition		3											
	condition_investigation_stage_or_type	Impact of condition		4											
	condition_investigation_stage_or_type	Public attitudes towards or perception of condition		5											
	condition_investigation_stage_or_type	Treatment of condition		6											
	pain_treatment_or_study_target_condition	Causal Condition		0											
	pain_treatment_or_study_target_condition	Pain		1											
	pain_treatment_or_study_target_condition	Pain, acute		2											
	pain_treatment_or_study_target_condition	Pain, chronic		3											
	gender_applicability	Cis Male		0											
	gender_applicability	Cis Female		1											
	gender_applicability	Trans Male		2											
	gender_applicability	Trans Female		3											
	gender_applicability	Agender, Non-binary, gender non-conforming		4											
	gender_applicability	Gender Queer		5											
	gender_applicability	Intersex		6											
	gender_applicability	Not applicable		7											
	sexual_identity_applicability	Heterosexual		0											
	sexual_identity_applicability	Homosexual		1											
	sexual_identity_applicability	Bisexual		2											
	sexual_identity_applicability	Pansexual		3											
	sexual_identity_applicability	Queer		4											
	sexual_identity_applicability	Asexual		5											
	sexual_identity_applicability	Not applicable		6											
	age_applicability	Fetus		0											
	age_applicability	Infant, newborn (Birth to 1 month)		1											
	age_applicability	Infant (1 to 23 months)		2											
	age_applicability	Child, preschool (2 to 5 years)		3											
	age_applicability	Child (6 to 12 years)		4											
	age_applicability	Adolescent (13 to 18 years)		5											
	age_applicability	Adult (19 to 44 years)		6											
	age_applicability	Middle aged adult (45 to 64 years)		7											
	age_applicability	Aged adult (65 to 79 years)		8											
	age_applicability	Aged, 80 and over (80 years and over)		9											
	irb_vulnerability_conditions_applicability	Pregnant women		0											
	irb_vulnerability_conditions_applicability	Human fetuses		1											
	irb_vulnerability_conditions_applicability	Neonates		2											
	irb_vulnerability_conditions_applicability	Prisoners		3											
	irb_vulnerability_conditions_applicability	Children		4											
	irb_vulnerability_conditions_applicability	Individuals with physical disabilities		5											
	irb_vulnerability_conditions_applicability	Individuals with mental disabilities or cognitive impairments		6											
	irb_vulnerability_conditions_applicability	Economically disadvantaged		7											
	irb_vulnerability_conditions_applicability	Socially disadvantaged		8											
	irb_vulnerability_conditions_applicability	Terminally ill or very sick		9											
	irb_vulnerability_conditions_applicability	Racial or ethnic minorities		10											
	irb_vulnerability_conditions_applicability	Institutionalized persons (for example, persons in correctional facilities, nursing homes or mental health facilities)		11											
	geographic_applicability	Non US		0											
	geographic_applicability	US - National		1											
	geographic_applicability	US - Specific States		2											
	geographic_applicability	US - Specific Counties		3											
	geographic_applicability	AK		4											
	geographic_applicability	AL		5											
	geographic_applicability	AR		6											
	geographic_applicability	AZ		7											
	geographic_applicability	CA		8											
	geographic_applicability	CO		9											
	geographic_applicability	CT		10											
	geographic_applicability	DE		11											
	geographic_applicability	FL		12											
	geographic_applicability	GA		13											
	geographic_applicability	HI		14											
	geographic_applicability	IA		15											
	geographic_applicability	ID		16											
	geographic_applicability	IL		17											
	geographic_applicability	IN		18											
	geographic_applicability	KS		19											
	geographic_applicability	KY		20											
	geographic_applicability	LA		21											
	geographic_applicability	MA		22											
